,wave_id,transcript,Speaker,Gender,Age_Range,Pronunciation_dialect
12935,a0457,What I saw I could not at first believe.,1326,Male,Adult,American English
6647,b0222,"He was the leader, and Tudor was his lieutenant.",684,Male,Adult,American English
31899,b0071,There was no answer from the other side.,3272,Male,Adult,American English
10190,a0147,A moment before he was intoxicated by a joy that was almost madness.,1049,Male,Adult,American English
25198,a0022,Hardly were our plans made public before we were met by powerful opposition.,2593,Male,Adult,American English
42956,ar-04,"He would always shirk making a choice. His Aunt Helen said to him,",4405,Male,Adult,Other
22778,b0288,We would not spend another such night.,2352,Male,Adult,American English
27539,b0375,Man could not conquer them.,2828,Male,Adult,Indian English
42577,a0439,"At sea, Wednesday, March Eighteenth, Nineteen Oh Eight.",4367,Male,Adult,American English
36117,b0344,Lots of men take women buggy riding.,3712,Male,Adult,Australian English
31894,a0413,But I am at the end of my resources.,3271,Male,Youth,American English
3159,a0456,"But it won't continue, she said with easy confidence.",325,Male,Youth,European English
43007,a0310,"Massage under tension, was the cryptic reply.",4410,Male,Adult,British English
29713,a0530,"Ask him, I laughed, then turned to Pasquini.",3050,Male,Adult,American English
25786,b0322,Their supply of grub was gone.,2652,Male,Adult,American English
51477,a0410,So we have to fit the boat throughout with oil lamps as well.,5266,Male,Adult,British English
54126,b0304,His previous wives had never lived long enough to bear him children.,5530,Male,Youth,American English
24058,a0178,Every bone in her aged body seemed broken or dislocated.,2480,Male,Adult,American English
19190,a0019,"I followed the line of the proposed railroad, looking for chances.",1961,Male,Adult,New Zealand English
46447,a0371,It issued a rate of forty two dollars a car on charcoal.,4756,Male,Adult,American English
4446,rb-22,that allows the end user to issue a wider array of commands.,459,Male,Adult,Indian English
39993,a0505,We fished sharks on Niihau together.,4106,Male,Youth,American English
38273,b0077,It is the nearest refuge.,3933,Male,Adult,American English
41558,a0157,"He had worshiped her, as Dante might have worshiped Beatrice.",4264,Male,Adult,American English
56899,b0334,"Oh, it's just a novel, a love story.",5808,Male,Adult,American English
45092,a0202,"She turned, fearing that Jacques might see what was in her face.",4620,Male,Adult,Indian English
57315,b0427,The sunsets grow more bizarre and spectacular off this coast of the Argentine.,5850,Male,Adult,British English
49386,b0293,Between him and all domestic animals there must be no hostilities.,5056,Male,Adult,American English
6355,b0346,There's not an iota of truth in it.,655,Male,Youth,Indian English
8227,a0412,There is another virtue in these bulkheads.,845,Male,Adult,European English
28921,a0423,McVeigh when he returns from a trip to Honolulu.,2969,Male,Adult,American English
28392,a0026,It occurred to me that there would have to be an accounting.,2916,Male,Adult,British English
10969,a0135,"I am going to surprise father, and you will go with Pierre.",1127,Male,Adult,British English
7426,a0536,He would destroy all things that are fixed.,762,Male,Youth,European English
26439,b0173,To these he gave castor oil.,2718,Male,Adult,American English
17709,b0481,The task we set ourselves was threefold.,1810,Male,Youth,British English
57219,a0493,"The boy, O'Brien, was specially maltreated.",5840,Male,Adult,Other
30891,b0414,It was impossible to hoist sail and claw off that shore.,3169,Male,Adult,American English
42994,b0535,He read his fragments aloud.,4409,Male,Adult,British English
44139,b0488,"Beyond refusing to sell us food, they left us to ourselves.",4524,Male,Adult,New Zealand English
47055,b0084,Your face is red with blood.,4817,Male,Adult,Australian English
53347,a0559,Peace be unto you and grace before the Lord.,5454,Male,Adult,American English
23938,b0277,Two of the Folk were already up.,2468,Male,Adult,Canadian English
7056,b0235,"Raoul yelled, in order to make himself heard.",725,Male,Youth,American English
10729,a0533,"Dunham, can your boy go along with Jesse.",1103,Male,Adult,American English
39702,a0302,"It is very plausible to such people, a most convincing hypothesis.",4077,Male,Adult,British English
45231,a0353,Here the explosion of mirth drowned him out.,4635,Male,Adult,American English
40237,a0236,Don't you see I hate you.,4130,Male,Adult,American English
49176,b0113,There was something pathetic in the girl's attitude now.,5035,Male,Youth,American English
14677,a0047,Close beside him gleamed the white fangs of the wolf-dog.,1504,Male,Adult,American English
35054,rp-10,Throughout the centuries people have explained the rainbow in various ways.,3606,Male,Adult,European English
4815,b0041,"But if Pierre did not return, until tomorrow.",496,Male,Adult,American English
18772,b0067,Below him the shadow was broken into a pool of rippling starlight.,1918,Male,Adult,American English
29637,b0255,"Then, again, Tudor had such an irritating way about him.",3043,Male,Adult,European English
39592,a0207,How much was it.,4066,Male,Adult,British English
2838,b0343,But how are you going to do it.,292,Male,Youth,American English
11084,b0180,"I, I beg pardon, he drawled.",1139,Male,Adult,European English
36876,a0018,There was a change now.,3791,Male,Adult,British English
43936,b0287,Or have they already devised one.,4504,Male,Adult,British English
26872,b0320,The regret in his voice was provocative of a second burst of laughter.,2761,Male,Adult,American English
47440,b0440,"There were stir and bustle, new faces, and fresh facts.",4856,Male,Adult,American English
31722,a0547,Men like Joe Goose dated existence from drunk to drunk.,3254,Male,Adult,European English
27187,b0482,Many other similar disconcerting omissions will be noticed in the Manuscript.,2793,Male,Adult,British English
42520,b0186,"I can't go elsewhere, by your own account.",4361,Male,Adult,American English
32608,a0272,You can take a vacation on pay.,3345,Male,Adult,Other
54295,rp-17,Others have tried to explain the phenomenon physically.,5547,Male,Adult,American English
38410,a0091,His blood grew hot with rage at the thought.,3948,Male,Adult,American English
46934,rb-09,"On top of that thumbing or thumb typing puts a lot of strain on the thumb,",4805,Male,Adult,American English
35123,b0120,"There's the hitch, replied Thorpe, rolling a cigarette.",3613,Male,Adult,American English
34397,a0312,It lived in perpetual apprehension of that quarter of the compass.,3524,Male,Adult,American English
7774,b0350,Stand off butcher and baker and all the rest.,799,Male,Adult,British English
3266,rb-27,"The same would be the case for other tasks such as browsing the Web,",336,Male,Adult,American English
35188,b0442,He had become a man very early in life.,3620,Male,Adult,American English
52270,a0344,He seemed to fill it with his tremendous vitality.,5345,Male,Adult,British English
26714,b0524,"So far as flags were concerned, they were beyond all jurisdiction.",2745,Male,Adult,American English
44378,b0250,By this time Charley was as enraged as the Greek.,4548,Male,Adult,British English
18575,a0492,Burnt out like the crater of a volcano.,1897,Male,Youth,Indian English
11090,b0178,"Also, I want information.",1139,Male,Adult,European English
15115,a0362,"Nope, not the slightest idea.",1548,Male,Adult,American English
13436,a0183,And the air was growing chilly.,1377,Male,Adult,American English
7840,rp-16, the gods passed from earth to their home in the sky.,806,Male,Adult,American English
43198,b0472,Ernest saw in the affair the most sinister import.,4429,Male,Adult,American English
23984,a0427,Enters now the psychology of the situation.,2473,Male,Adult,American English
49200,b0046,Philip produced a couple of cigars and took a chair opposite him.,5037,Male,Youth,American English
29134,a0526,Nowhere did the raw earth appear.,2992,Male,Adult,Irish English
16142,rp-27,"If the red of the second bow falls upon the green of the first,",1652,Male,Adult,American English
33055,b0311,The twenty ninth very foggy.,3390,Male,Adult,European English
17073,a0169,Suddenly Jeanne stopped for an instant.,1746,Male,Youth,Indian English
14372,b0359,"And as never before, he was ready to obey.",1473,Male,Adult,American English
13468,b0365,"My age, in years, is twenty two.",1380,Male,Adult,American English
56853,a0126,Each day she became a more vital part of him.,5804,Male,Adult,American English
47101,a0006,"God bless 'em, I hope I'll go on seeing them forever.",4822,Male,Adult,Canadian English
4442,rp-23,"The difference in the rainbow depends considerably upon the size of the drops,",458,Male,Adult,American English
37615,e0126,I thought that you were going Skiing? The guys we went hunting with didn't know what they were doing!,3867,Male,Adult,American English
31295,a0287,Keep an eye on him.,3210,Male,Senior,American English
44674,a0477,"Wada, Louis, and the steward are servants of Asiatic breed.",4578,Male,Adult,Australian English
7408,b0274,From the source of light a harsh voice said.,760,Male,Adult,Canadian English
1077,a0161,Take away their foreman and they wouldn't be worth their grub.,110,Male,Youth,European English
33554,a0474,I sailed third mate in the little Vampire before you were born.,3440,Male,Adult,European English
31554,b0279,He gave one last snarl and slid from view among the trees.,3237,Male,Adult,European English
41489,rp-23,"The difference in the rainbow depends considerably upon the size of the drops,",4257,Male,Adult,American English
20011,b0305,It was our river emerging like ourselves from the great swamp.,2045,Male,Adult,Other
26862,b0180,"I, I beg pardon, he drawled.",2760,Male,Youth,Canadian English
1655,a0468,In the matter of curry she is a sheer genius.,168,Male,Youth,Indian English
10424,a0054,There was nothing on the rock.,1072,Male,Adult,European English
46634,ar-02,"Whenever his friends asked him if he would like to go out with them,",4775,Male,Adult,American English
11559,a0135,"I am going to surprise father, and you will go with Pierre.",1187,Male,Adult,European English
23974,b0517,Eggshell is not good to eat.,2472,Male,Adult,Canadian English
24637,b0416,I arose obediently and went down the beach.,2537,Male,Adult,American English
20395,rb-36,It is however likely that on mobile devices we will have to use more rudimentary commands,2085,Male,Youth,Other
4748,a0455,"I obeyed, and a minute or two later they stood before him.",489,Male,Youth,American English
47283,a0256,See the length of the body and that elongated neck.,4840,Male,Adult,British English
